index,producer->batch_size,producer->linger_ms,producer->buffer_memory,producer->compression_type,producer->topics,broker->num.network.threads,broker->num.io.threads,broker->queued.max.requests,consumer->fetch_wait_max_ms
0,16384,5000,33554432,gzip,2,3,2,159,500
1,16384,5000,33554432,gzip,2,3,2,159,500
2,16384,5000,33554432,gzip,2,3,2,159,500
3,16384,5000,33554432,gzip,2,3,2,159,500
4,16384,5000,33554432,gzip,2,3,2,159,500
5,16384,5000,33554432,gzip,2,3,2,159,500
6,16384,5000,33554432,gzip,2,3,2,159,500
7,16384,5000,33554432,gzip,2,3,2,159,500
8,16384,5000,33554432,gzip,2,3,2,159,500
9,16384,5000,33554432,gzip,2,3,2,159,500
10,16384,5000,33554432,gzip,2,3,2,159,500
11,16384,5000,33554432,gzip,2,3,2,159,500
12,16384,5000,33554432,gzip,2,3,2,159,500
13,16384,5000,33554432,gzip,2,3,2,159,500
